time_stamp,humidity,temperature,voc,pm2.5_atm_a,pm2.5_atm_b,pm2.5_atm,pm2.5_atm_a_b_diff,pm2.5_epa_a,pm2.5_epa_b,pm2.5_epa,pm2.5_epa_a_b_diff,dewpoint,dewpoint_temp_delta,pm2.5_atm_epa_diff,datetime,ALLSKY_SFC_SW_DWN,PS,WS2M,WD2M,PRECTOTCORR,smoke_density,smoke_density_numeric,pm2.5_atm_diff_LOC36 243953.csv,pm2.5_atm_a_b_diff_LOC36 243953.csv,pm2.5_atm_a_b_max_diff_LOC36 243953.csv,pm2.5_epa_diff_LOC36 243953.csv,pm2.5_epa_a_b_diff_LOC36 243953.csv,pm2.5_epa_a_b_max_diff_LOC36 243953.csv,pm2.5_atm_LOC36 243953.csv,pm2.5_epa_LOC36 243953.csv,pm2.5_atm_diff_perc_LOC36 243953.csv,pm2.5_epa_diff_perc_LOC36 243953.csv,humidity_LOC36 243953.csv,humidity_diff_LOC36 243953.csv,temperature_LOC36 243953.csv,dewpoint_LOC36 243953.csv,voc_LOC36 243953.csv,pm2.5_atm_epa_diff_LOC36 243953.csv,pm2.5_atm_diff_LOC35 245095.csv,pm2.5_atm_a_b_diff_LOC35 245095.csv,pm2.5_atm_a_b_max_diff_LOC35 245095.csv,pm2.5_epa_diff_LOC35 245095.csv,pm2.5_epa_a_b_diff_LOC35 245095.csv,pm2.5_epa_a_b_max_diff_LOC35 245095.csv,pm2.5_atm_LOC35 245095.csv,pm2.5_epa_LOC35 245095.csv,pm2.5_atm_diff_perc_LOC35 245095.csv,pm2.5_epa_diff_perc_LOC35 245095.csv,humidity_LOC35 245095.csv,humidity_diff_LOC35 245095.csv,temperature_LOC35 245095.csv,dewpoint_LOC35 245095.csv,voc_LOC35 245095.csv,pm2.5_atm_epa_diff_LOC35 245095.csv,pm2.5_atm_diff_LOCZ33 243261.csv,pm2.5_atm_a_b_diff_LOCZ33 243261.csv,pm2.5_atm_a_b_max_diff_LOCZ33 243261.csv,pm2.5_epa_diff_LOCZ33 243261.csv,pm2.5_epa_a_b_diff_LOCZ33 243261.csv,pm2.5_epa_a_b_max_diff_LOCZ33 243261.csv,pm2.5_atm_LOCZ33 243261.csv,pm2.5_epa_LOCZ33 243261.csv,pm2.5_atm_diff_perc_LOCZ33 243261.csv,pm2.5_epa_diff_perc_LOCZ33 243261.csv,humidity_LOCZ33 243261.csv,humidity_diff_LOCZ33 243261.csv,temperature_LOCZ33 243261.csv,dewpoint_LOCZ33 243261.csv,voc_LOCZ33 243261.csv,pm2.5_atm_epa_diff_LOCZ33 243261.csv,pm2.5_atm_diff_LOCPSR2 175049.csv,pm2.5_atm_a_b_diff_LOCPSR2 175049.csv,pm2.5_atm_a_b_max_diff_LOCPSR2 175049.csv,pm2.5_epa_diff_LOCPSR2 175049.csv,pm2.5_epa_a_b_diff_LOCPSR2 175049.csv,pm2.5_epa_a_b_max_diff_LOCPSR2 175049.csv,pm2.5_atm_LOCPSR2 175049.csv,pm2.5_epa_LOCPSR2 175049.csv,pm2.5_atm_diff_perc_LOCPSR2 175049.csv,pm2.5_epa_diff_perc_LOCPSR2 175049.csv,humidity_LOCPSR2 175049.csv,humidity_diff_LOCPSR2 175049.csv,temperature_LOCPSR2 175049.csv,dewpoint_LOCPSR2 175049.csv,voc_LOCPSR2 175049.csv,pm2.5_atm_epa_diff_LOCPSR2 175049.csv,pm2.5_atm_diff_LOCZ37 243265.csv,pm2.5_atm_a_b_diff_LOCZ37 243265.csv,pm2.5_atm_a_b_max_diff_LOCZ37 243265.csv,pm2.5_epa_diff_LOCZ37 243265.csv,pm2.5_epa_a_b_diff_LOCZ37 243265.csv,pm2.5_epa_a_b_max_diff_LOCZ37 243265.csv,pm2.5_atm_LOCZ37 243265.csv,pm2.5_epa_LOCZ37 243265.csv,pm2.5_atm_diff_perc_LOCZ37 243265.csv,pm2.5_epa_diff_perc_LOCZ37 243265.csv,humidity_LOCZ37 243265.csv,humidity_diff_LOCZ37 243265.csv,temperature_LOCZ37 243265.csv,dewpoint_LOCZ37 243265.csv,voc_LOCZ37 243265.csv,pm2.5_atm_epa_diff_LOCZ37 243265.csv,pm2.5_atm_diff_LOC34 233559.csv,pm2.5_atm_a_b_diff_LOC34 233559.csv,pm2.5_atm_a_b_max_diff_LOC34 233559.csv,pm2.5_epa_diff_LOC34 233559.csv,pm2.5_epa_a_b_diff_LOC34 233559.csv,pm2.5_epa_a_b_max_diff_LOC34 233559.csv,pm2.5_atm_LOC34 233559.csv,pm2.5_epa_LOC34 233559.csv,pm2.5_atm_diff_perc_LOC34 233559.csv,pm2.5_epa_diff_perc_LOC34 233559.csv,humidity_LOC34 233559.csv,humidity_diff_LOC34 233559.csv,temperature_LOC34 233559.csv,dewpoint_LOC34 233559.csv,voc_LOC34 233559.csv,pm2.5_atm_epa_diff_LOC34 233559.csv
2025-03-03 00:00:00+00:00,30.399,36.6,166.889,8.983,9.141,9.062000000000001,0.008717722357095534,7.836698200000001,7.9194902,7.8780942000000005,0.005254570324888952,8.347981137042893,28.252018862957108,1.1839058000000007,2025-03-03 00:00:00,0.0,98.25,0.53,339.2,0.0,Light,0.0,-1.4834999999999994,0.03418519747759708,0.03418519747759708,-0.4842740000000001,0.022589533907392472,0.022589533907392472,10.5455,8.3623682,-0.16370558375634509,-0.061470958293441076,33.799,-3.3999999999999986,34.2,8.588308293501981,104.126,2.1831318,0.8240000000000016,0.056567127943675674,0.056567127943675674,-0.2404977999999991,0.03007713652810736,0.03007713652810736,8.238,8.118592,0.09092915471198428,-0.030527408519689835,22.6,7.7989999999999995,41.799,6.276864830870817,92.409,0.11940799999999996,0.1844999999999999,0.04522669670515342,0.04522669670515342,-0.12735579999999924,0.026280346513937347,0.026280346513937347,8.877500000000001,8.00545,0.02035974398587507,-0.016165813300379073,27.8,2.599,37.2,6.8931948950034325,96.034,0.8720500000000015,-0.13949999999999818,0.0027712872901157507,0.008717722357095534,0.7717482000000002,0.0018802912213957443,0.005254570324888952,9.2015,7.106346,-0.015393952769807786,0.09796128104180325,40.2,-9.801000000000002,31.0,9.588302914888462,25.0,2.095153999999999,-1.3249999999999993,0.03802830461153361,0.03802830461153361,-0.9872938000000007,0.023346975902239102,0.023346975902239102,10.387,8.865388000000001,-0.14621496358419764,-0.12532140070120013,27.0,3.399000000000001,38.0,6.942202762483298,103.516,1.5216119999999993,-2.038499999999999,0.04292599432457995,0.04292599432457995,-0.757767799999999,0.02891268989708261,0.02891268989708261,11.1005,8.635862,-0.2249503420878392,-0.09618668941531557,34.0,-3.600999999999999,33.399,8.009265423226054,96.516,2.4646380000000008
2025-03-03 00:10:00+00:00,31.0,36.2,161.532,9.586,9.64,9.613,0.002808696556746087,8.100864000000001,8.12916,8.115012,0.0017434354995408024,8.431984638547092,27.76801536145291,1.4979879999999994,2025-03-03 00:00:00,0.0,98.25,0.53,339.2,0.0,Light,0.0,-1.8285000000000018,0.02713805008084606,0.02713805008084606,-0.6995339999999999,0.018458352818171275,0.018458352818171275,11.441500000000001,8.814546,-0.19021117237074814,-0.08620246032907898,34.0,-3.0,33.6,8.187676763407929,103.213,2.6269540000000013,0.10699999999999932,0.02966547443719756,0.02966547443719756,-0.37493200000000115,0.017405061800172074,0.017405061800172074,9.506,8.489944000000001,0.011130760428586219,-0.04620227302190079,26.0,5.0,38.399,6.455021399705565,90.591,1.016055999999999,-0.46199999999999974,0.06312655086848637,0.06312655086848637,-0.5006880000000002,0.038681012570075536,0.038681012570075536,10.075,8.6157,-0.048059918859877225,-0.06169898454863656,28.0,3.0,37.2,7.0513483927230745,95.037,1.459299999999999,0.11049999999999827,0.03172849250197315,0.03172849250197315,0.8509419999999999,0.021748964423525557,0.021748964423525557,9.502500000000001,7.26407,0.011494850722979118,0.10486022694729223,40.2,-9.200000000000003,30.8,9.407440061502342,25.0,2.238430000000001,-1.2774999999999999,0.017400486662687644,0.017400486662687644,-1.0142100000000003,0.01087694000649773,0.01087694000649773,10.8905,9.129222,-0.13289295745344845,-0.12497948247026625,27.0,4.0,38.0,6.942202762483298,102.024,1.761277999999999,-1.9585000000000008,0.016981376658168807,0.016981376658168807,-0.7676540000000003,0.011591790122470025,0.011591790122470025,11.5715,8.882666,-0.20373452616248838,-0.09459677940094238,34.0,-3.0,33.799,8.364303553130544,95.195,2.688834
2025-03-03 00:20:00+00:00,31.0,36.399,185.21,9.534,9.109,9.3215,0.022796760178082964,8.073616000000001,7.850916,7.9622660000000005,0.013984712392175885,8.606743921233228,27.792256078766773,1.3592339999999998,2025-03-03 00:00:00,0.0,98.25,0.53,339.2,0.0,Light,0.0,-1.6844999999999999,0.016899872796656362,0.022796760178082964,-0.6240779999999999,0.011351047663592378,0.013984712392175885,11.006,8.586344,-0.18071125891755616,-0.07837944625311435,34.0,-3.0,33.6,8.187676763407929,104.284,2.419656,-0.16999999999999993,0.030817046831375487,0.030817046831375487,-0.3649200000000006,0.018405977721645702,0.018405977721645702,9.4915,8.327186000000001,-0.018237408142466334,-0.04583117419086483,27.8,3.1999999999999993,36.799,6.545201335352722,89.42,1.1643139999999992,0.025500000000000966,0.020869191049913936,0.022796760178082964,-0.24523799999999962,0.01238573870935662,0.013984712392175885,9.296,8.207504,0.002735611221370055,-0.030800026022742722,28.0,3.0,37.0,6.877657790000669,96.882,1.0884959999999992,0.5,0.03542481437397268,0.03542481437397268,1.0721938,0.023766078967938867,0.023766078967938867,8.8215,6.8900722000000005,0.0536394357131363,0.13465937962886443,40.399,-9.399000000000001,31.199,9.878709385489984,25.0,1.9314277999999998,-0.9439999999999991,0.0022892211777311784,0.022796760178082964,-0.8394560000000011,0.0013990444142633733,0.013984712392175885,10.2655,8.801722000000002,-0.10127125462640123,-0.10542928357329447,27.0,4.0,38.2,7.115164920961217,104.811,1.4637779999999978,-1.190999999999999,0.0033769322235433883,0.022796760178082964,-0.3654839999999995,0.0022337366035243087,0.013984712392175885,10.5125,8.32775,-0.12776913586869054,-0.04590200829763781,34.0,-3.0,33.799,8.364303553130544,98.091,2.1847499999999993
2025-03-03 00:30:00+00:00,30.6,36.6,193.53,9.333,9.673,9.503,0.01788908765652951,8.002772,8.180932,8.091852,0.011008604705078646,8.494401700319948,28.105598299680054,1.4111480000000007,2025-03-03 00:00:00,0.0,98.25,0.53,339.2,0.0,Light,0.0,-1.7289999999999992,0.06116452991452994,0.06116452991452994,-0.612916000000002,0.04135526644707824,0.04135526644707824,11.232,8.704768000000001,-0.18194254445964422,-0.07574483566926361,34.0,-3.3999999999999986,34.0,8.542696080369684,104.492,2.527231999999998,-0.599499999999999,0.01935164563226924,0.01935164563226924,-0.45205800000000096,0.011990060756726127,0.011990060756726127,10.1025,8.54391,-0.06308534147111428,-0.055865826512892354,29.0,1.6000000000000014,36.0,6.781074188469315,89.662,1.5585899999999988,-0.20199999999999996,0.029675425038639902,0.029675425038639902,-0.3299680000000009,0.017919167115896556,0.017919167115896556,9.705,8.42182,-0.021256445333052716,-0.04077780957931521,28.0,2.6000000000000014,37.6,7.398697532917904,98.847,1.2831799999999998,-0.0835000000000008,0.048870807906952446,0.048870807906952446,0.7837659999999991,0.03359210605895988,0.03359210605895988,9.586500000000001,7.308086,-0.008786698937177817,0.09685866721240072,40.2,-9.600000000000001,31.199,9.768253383999848,25.0,2.2784140000000006,-0.8904999999999994,0.03978448068504354,0.03978448068504354,-0.7769420000000018,0.024431055676792157,0.024431055676792157,10.3935,8.868794000000001,-0.0937072503419972,-0.09601534976171115,27.0,3.6000000000000014,38.399,7.287251425434725,110.097,1.5247059999999983,-1.786999999999999,0.000974313551815777,0.01788908765652951,-0.6606342000000005,0.0006585557369973462,0.011008604705078646,11.29,8.7524862,-0.1880458802483425,-0.08164190348513549,33.799,-3.198999999999998,34.2,8.588308293501981,100.906,2.5375137999999993
2025-03-03 00:40:00+00:00,30.6,37.0,223.623,10.176,9.96,10.068000000000001,0.010727056019070286,8.444504,8.33132,8.387912,0.006746851898303201,8.845136760228115,28.154863239771885,1.6800880000000014,2025-03-03 00:00:00,0.0,98.25,0.53,339.2,0.0,Light,0.0,-2.039999999999999,0.008754542451271875,0.010727056019070286,-0.7758800000000008,0.006061246261373049,0.006746851898303201,12.108,9.163792,-0.20262216924910598,-0.0924997782523232,34.0,-3.3999999999999986,34.0,8.542696080369684,105.325,2.9442079999999997,-0.6219999999999999,0.0013096351730589554,0.010727056019070286,-0.37764800000000065,0.0008369117318232324,0.006746851898303201,10.690000000000001,8.76556,-0.0617798967024235,-0.045022885314009095,30.0,0.6000000000000014,35.6,7.179592286891385,90.177,1.9244400000000006,-0.1844999999999999,0.056522799317239726,0.056522799317239726,-0.33803800000000095,0.03479942012044538,0.03479942012044538,10.252500000000001,8.725950000000001,-0.018325387365911786,-0.04030061354959386,27.8,2.8000000000000007,38.0,7.587317447216591,100.647,1.5265500000000003,-0.19849999999999923,0.007061802951346592,0.010727056019070286,0.7406597999999995,0.004967797452789726,0.006746851898303201,10.2665,7.6472522000000005,-0.019715931664680095,0.08830085484921629,40.399,-9.799,31.199,9.878709385489984,25.0,2.6192478,-1.0399999999999991,0.02394670507742168,0.02394670507742168,-0.8552800000000005,0.01507963915495856,0.01507963915495856,11.108,9.243192,-0.10329757647993633,-0.10196578123375645,27.0,3.6000000000000014,38.799,7.63312123070347,113.2,1.864808,-1.7369999999999983,0.03922066920796274,0.03922066920796274,-0.6344342000000012,0.026890123103456197,0.026890123103456197,11.805,9.022346200000001,-0.1725268176400475,-0.07563672580255983,33.799,-3.198999999999998,34.6,8.943045352054256,103.802,2.7826537999999985
2025-03-03 00:50:00+00:00,31.0,36.399,231.581,10.019,10.102,10.060500000000001,0.004125043486904238,8.327756,8.371248000000001,8.349502000000001,0.0026044667095115686,8.606743921233228,27.792256078766773,1.710998,2025-03-03 00:00:00,0.0,98.25,0.53,339.2,0.0,Light,0.0,-1.404,0.0022242574905142025,0.004125043486904238,-0.4770959999999995,0.00151383352906747,0.0026044667095115686,11.464500000000001,8.826598,-0.1395556880870732,-0.05714065341861101,34.0,-3.0,33.799,8.364303553130544,105.108,2.6379020000000004,-0.4214999999999982,0.0010494180499904715,0.004125043486904238,-0.20371219999999823,0.0006738987081605068,0.0026044667095115686,10.482,8.5532142,-0.041896526017593375,-0.024398125780435553,31.199,-0.19900000000000162,35.0,7.519449472346832,89.251,1.9287858,-0.13149999999999906,0.07545133437990582,0.07545133437990582,-0.32750599999999963,0.046439510024653616,0.046439510024653616,10.192,8.677008,-0.013070920928383186,-0.039224614833315755,28.0,3.0,37.799,7.5714878062479585,100.352,1.5149919999999995,0.3180000000000014,0.0579420066717988,0.0579420066717988,1.028632,0.04040476063637239,0.04040476063637239,9.7425,7.320870000000001,0.03160876695989279,0.12319680862403529,41.0,-10.0,31.0,10.029042374480731,25.0,2.4216299999999986,-1.2594999999999992,0.016961130742049486,0.016961130742049486,-0.9876241999999991,0.010775049822074832,0.010775049822074832,11.32,9.3371262,-0.1251925848615873,-0.1182854019317558,27.199,3.8009999999999984,38.0,7.104253944876252,111.26,1.9828738000000001,-1.6615000000000002,0.0034123869646817974,0.004125043486904238,-0.6120260000000002,0.002338886850545983,0.0026044667095115686,11.722000000000001,8.961528000000001,-0.16515083743352715,-0.07330089866437545,34.0,-3.0,33.799,8.364303553130544,103.239,2.760472
2025-03-03 01:00:00+00:00,31.8,35.799,212.548,9.846,10.442,10.144,0.029376971608832812,8.168144000000002,8.480448,8.324296,0.018758583308426276,8.645725524579053,27.153274475420947,1.8197039999999998,2025-03-03 01:00:00,0.0,98.31,0.51,350.9,0.0,Light,0.0,-1.939,0.02549035835471322,0.029376971608832812,-0.7575222000000004,0.017770890855313456,0.018758583308426276,12.083,9.0818182,-0.191147476340694,-0.0910013531474614,34.799,-2.9989999999999988,33.2,8.347868090893748,105.096,3.0011817999999995,-1.58,0.032838621630842696,0.032838621630842696,-0.8106799999999996,0.02208434920901808,0.02208434920901808,11.724,9.134976,-0.1557570977917981,-0.09738721448636613,32.0,-0.1999999999999993,34.0,7.199344392563436,88.531,2.589024,0.19299999999999962,0.051150638126821454,0.051150638126821454,-0.2264280000000003,0.031192212495690493,0.031192212495690493,9.951,8.550724,0.01902602523659302,-0.027200858787337728,28.0,3.8000000000000007,36.799,6.703087964224093,98.605,1.4002759999999999,0.24849999999999994,0.03117578697387706,0.03117578697387706,0.9749739999999996,0.021995770494203464,0.021995770494203464,9.8955,7.349322000000001,0.024497239747634063,0.11712389852547285,41.6,-9.8,30.0,9.446855051529433,25.0,2.5461779999999994,-0.609,0.004184878638519476,0.029376971608832812,-0.6984822000000008,0.002613385752960206,0.018758583308426276,10.753,9.022778200000001,-0.06003548895899053,-0.08390886148210021,27.399,4.401,38.0,7.266056194373935,108.03,1.730221799999999,-2.112,0.02798629242819843,0.029376971608832812,-0.8481742000000008,0.019594721605091674,0.019594721605091674,12.256,9.172470200000001,-0.2082018927444795,-0.10189140318893042,34.799,-2.9989999999999988,33.399,8.524954308351596,100.993,3.083529799999999
2025-03-03 01:10:00+00:00,31.6,36.0,219.747,10.263,10.832,10.5475,0.026973216401991035,8.403892,8.702048000000001,8.552970000000002,0.017429968771081886,8.682345742764312,27.317654257235688,1.9945299999999975,2025-03-03 01:00:00,0.0,98.31,0.51,350.9,0.0,Light,0.0,-1.4245000000000019,0.022385566321416618,0.026973216401991035,-0.45335799999999793,0.015592592230707084,0.017429968771081886,11.972000000000001,9.006328,-0.13505570040293927,-0.053005914904413066,35.0,-3.3999999999999986,33.2,8.475822603285021,103.975,2.9656720000000014,-0.802500000000002,0.04334801762114537,0.04334801762114537,-0.3860299999999981,0.02884080993399717,0.02884080993399717,11.350000000000001,8.939,-0.07608438018487812,-0.04513402946578767,32.0,-0.3999999999999986,34.0,7.199344392563436,88.346,2.4110000000000014,0.9354999999999993,0.009051186017478126,0.026973216401991035,0.17988200000000099,0.005444586274502358,0.017429968771081886,9.612,8.373088000000001,0.08869400331832182,0.021031524721821886,28.0,3.6000000000000014,37.0,6.877657790000669,99.078,1.2389119999999991,0.26599999999999824,0.03389583232018679,0.03389583232018679,0.9840578000000013,0.024126848769629016,0.024126848769629016,10.281500000000001,7.568912200000001,0.02521924626688772,0.11505451322756903,41.399,-9.799,30.6,9.883119852364562,25.0,2.7125878000000005,-0.6310000000000002,0.004249228429574659,0.026973216401991035,-0.7100101999999993,0.0026870401817333123,0.017429968771081886,11.1785,9.262980200000001,-0.059824602986489714,-0.08301329245864292,27.199,4.401,38.0,7.104253944876252,110.787,1.9155197999999984,-1.118000000000002,0.018387553041018398,0.026973216401991035,-0.36171199999999715,0.012608189501319261,0.017429968771081886,11.665500000000002,8.914681999999999,-0.10599668167812298,-0.042290806585314464,34.2,-2.6000000000000014,33.799,8.494617644894586,102.481,2.7508180000000024
2025-03-03 01:20:00+00:00,32.0,35.6,244.318,10.307,10.307,10.307,0.0,8.392468000000001,8.392468000000001,8.392468000000001,0.0,8.609833621945754,26.990166378054248,1.9145319999999995,2025-03-03 01:00:00,0.0,98.31,0.51,350.9,0.0,Light,0.0,-1.7225000000000001,0.0030342075730496027,0.0030342075730496027,-0.6439899999999987,0.0021165372538665995,0.0021165372538665995,12.0295,9.036458,-0.16711943339478025,-0.0767342812626749,35.0,-3.0,33.799,9.00916336360184,105.111,2.993042000000001,-0.6925000000000008,0.03322878312650574,0.03322878312650574,-0.328476199999999,0.02196115416034893,0.02196115416034893,10.999500000000001,8.7209442,-0.06718734840399736,-0.039139404523198536,32.399,-0.3990000000000009,34.0,7.47321579733698,88.831,2.2785558000000012,0.34699999999999953,0.07259036144578311,0.07259036144578311,-0.11125199999999857,0.04455132577272067,0.04455132577272067,9.96,8.50372,0.03366644028330256,-0.013256172081918998,28.6,3.3999999999999986,36.799,7.170777533059095,100.697,1.4562800000000014,0.01750000000000007,0.007046017785120733,0.007046017785120733,0.8711700000000011,0.005050989869035929,0.005050989869035929,10.2895,7.521298,0.0016978752304259309,0.10380379168559249,42.0,-10.0,30.199,9.841471501398726,25.0,2.7682020000000005,-1.2129999999999992,0.014583333333333347,0.014583333333333347,-1.0494582000000001,0.009323521295898205,0.009323521295898205,11.52,9.441926200000001,-0.11768700882895111,-0.1250476260380141,27.199,4.800999999999998,38.0,7.104253944876252,114.335,2.0780737999999985,-1.855500000000001,0.02635149023638232,0.02635149023638232,-0.7481620000000007,0.018373131830081733,0.018373131830081733,12.162500000000001,9.140630000000002,-0.18002328514601737,-0.0891468397615577,34.6,-2.6000000000000014,33.6,8.576259022575712,104.603,3.02187
2025-03-03 01:30:00+00:00,32.0,36.0,260.8,10.646,10.576,10.611,0.003298463858260309,8.570104,8.533424,8.551764,0.0021445867776519844,8.962358092486195,27.037641907513805,2.0592360000000003,2025-03-03 01:00:00,0.0,98.31,0.51,350.9,0.0,Light,0.0,-1.5869999999999997,0.012870962452861127,0.012870962452861127,-0.5729880000000005,0.009015916268190084,0.009015916268190084,12.198,9.124752,-0.14956177551597397,-0.06700231671500763,35.0,-3.0,33.6,8.831985805969822,106.243,3.0732479999999995,-0.8754999999999988,0.05689287424367738,0.05689287424367738,-0.44152200000000086,0.03807662738625235,0.03807662738625235,11.4865,8.993286000000001,-0.08250871736876815,-0.05162934805029709,32.2,-0.20000000000000284,34.0,7.337002074818177,90.409,2.4932139999999983,0.30049999999999955,0.06503079385092862,0.06503079385092862,-0.17018419999999956,0.040282513945680144,0.040282513945680144,10.310500000000001,8.7219482,0.028319668268777638,-0.019900479012283263,28.199,3.8009999999999984,37.0,7.033890765978644,102.418,1.5885518000000012,0.08150000000000013,0.02787406809440143,0.02787406809440143,0.8528997999999994,0.019976193371484527,0.019976193371484527,10.5295,7.698864200000001,0.007680708698520415,0.09973378591832041,41.399,-9.399000000000001,30.6,9.883119852364562,25.0,2.8306357999999996,-1.126999999999999,0.0034077355597205688,0.0034077355597205688,-1.021548000000001,0.002189419920712878,0.002189419920712878,11.738,9.573312000000001,-0.10621053623598142,-0.11945465286460208,27.0,5.0,38.0,6.942202762483298,115.221,2.164687999999998,-1.8415,0.025898413973097754,0.025898413973097754,-0.7581521999999996,0.018151613437723528,0.018151613437723528,12.4525,9.3099162,-0.1735463198567524,-0.0886544811105638,34.399,-2.399000000000001,33.2,8.091257143768587,106.144,3.1425838000000006
