pm2.5_atm_mean,pm2.5_atm_var,pm2.5_atm_std,pm2.5_atm_safe_cv,pm2.5_atm_count,pm2.5_atm_a_b_diff_mean,pm2.5_atm_a_b_diff_var,pm2.5_atm_a_b_diff_std,pm2.5_atm_a_b_diff_safe_cv,pm2.5_epa_mean,pm2.5_epa_var,pm2.5_epa_std,pm2.5_epa_safe_cv,pm2.5_epa_a_b_diff_mean,pm2.5_epa_a_b_diff_var,pm2.5_epa_a_b_diff_std,pm2.5_epa_a_b_diff_safe_cv,humidity_mean,humidity_std,temperature_mean,temperature_std,voc_mean,voc_std,ALLSKY_SFC_SW_DWN,PS,WS2M,WD2M,PRECTOTCORR,smoke_density,smoke_density_numeric,time_stamp,day_of_year,seasonal_sin,seasonal_cos,day_of_week,hour_of_day,hour_of_day_sin,hour_of_day_cos,PS (kPa),WS2M (m/s),pm2.5_atm_LOCREF 189231.csv,pm2.5_atm_consensus_diff_LOCREF 189231.csv,pm2.5_atm_consensus_diff_perc_LOCREF 189231.csv,pm2.5_epa_LOCREF 189231.csv,pm2.5_epa_consensus_diff_LOCREF 189231.csv,pm2.5_epa_consensus_diff_perc_LOCREF 189231.csv,pm2.5_atm_a_b_diff_LOCREF 189231.csv,pm2.5_epa_a_b_diff_LOCREF 189231.csv,pm2.5_atm_LOC22 215379.csv,pm2.5_atm_consensus_diff_LOC22 215379.csv,pm2.5_atm_consensus_diff_perc_LOC22 215379.csv,pm2.5_epa_LOC22 215379.csv,pm2.5_epa_consensus_diff_LOC22 215379.csv,pm2.5_epa_consensus_diff_perc_LOC22 215379.csv,pm2.5_atm_a_b_diff_LOC22 215379.csv,pm2.5_epa_a_b_diff_LOC22 215379.csv,pm2.5_atm_LOC21A 215411.csv,pm2.5_atm_consensus_diff_LOC21A 215411.csv,pm2.5_atm_consensus_diff_perc_LOC21A 215411.csv,pm2.5_epa_LOC21A 215411.csv,pm2.5_epa_consensus_diff_LOC21A 215411.csv,pm2.5_epa_consensus_diff_perc_LOC21A 215411.csv,pm2.5_atm_a_b_diff_LOC21A 215411.csv,pm2.5_epa_a_b_diff_LOC21A 215411.csv,pm2.5_atm_LOC24 215483.csv,pm2.5_atm_consensus_diff_LOC24 215483.csv,pm2.5_atm_consensus_diff_perc_LOC24 215483.csv,pm2.5_epa_LOC24 215483.csv,pm2.5_epa_consensus_diff_LOC24 215483.csv,pm2.5_epa_consensus_diff_perc_LOC24 215483.csv,pm2.5_atm_a_b_diff_LOC24 215483.csv,pm2.5_epa_a_b_diff_LOC24 215483.csv,pm2.5_atm_LOC23 215383.csv,pm2.5_atm_consensus_diff_LOC23 215383.csv,pm2.5_atm_consensus_diff_perc_LOC23 215383.csv,pm2.5_epa_LOC23 215383.csv,pm2.5_epa_consensus_diff_LOC23 215383.csv,pm2.5_epa_consensus_diff_perc_LOC23 215383.csv,pm2.5_atm_a_b_diff_LOC23 215383.csv,pm2.5_epa_a_b_diff_LOC23 215383.csv,pm2.5_atm_LOC25 215401.csv,pm2.5_atm_consensus_diff_LOC25 215401.csv,pm2.5_atm_consensus_diff_perc_LOC25 215401.csv,pm2.5_epa_LOC25 215401.csv,pm2.5_epa_consensus_diff_LOC25 215401.csv,pm2.5_epa_consensus_diff_perc_LOC25 215401.csv,pm2.5_atm_a_b_diff_LOC25 215401.csv,pm2.5_epa_a_b_diff_LOC25 215401.csv,pm2.5_atm_PSRREF1 175065.csv,pm2.5_atm_consensus_diff_PSRREF1 175065.csv,pm2.5_atm_consensus_diff_perc_PSRREF1 175065.csv,pm2.5_epa_PSRREF1 175065.csv,pm2.5_epa_consensus_diff_PSRREF1 175065.csv,pm2.5_epa_consensus_diff_perc_PSRREF1 175065.csv,pm2.5_atm_a_b_diff_PSRREF1 175065.csv,pm2.5_epa_a_b_diff_PSRREF1 175065.csv
7.8563,0.1875,0.433,0.0551,7,0.0338,0.0005,0.0222,0.6582,6.2364,0.15,0.3873,0.0621,0.0226,0.0002,0.015,0.6624,42.1143,3.3123,32.6857,1.3945,81.604,25.0668,0.0,98.2,0.23,277.4,0.03,Light,0.0,2024-12-02 02:40:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,2,0.49999999999999994,0.8660254037844387,98.2,0.23,7.589,0.26729999999999965,0.03402364980970681,6.606196,-0.369796,-0.05929638894233853,0.006456713664514419,0.0038866542863699185,8.667,-0.8106999999999998,-0.10319106958746481,6.653867999999999,-0.4174679999999995,-0.06694054262074266,0.056190146532825676,0.03835182783908548,7.5,0.35630000000000006,0.045352137774779484,5.887200000000001,0.34919999999999884,0.055993842601500685,0.006133333333333368,0.004094306291615767,8.199000000000002,-0.34270000000000156,-0.04362104298461127,6.512076,-0.2756760000000007,-0.04420434866269013,0.02207586291011099,0.014564326337714754,7.643,0.21330000000000027,0.027150185201685304,6.100052000000001,0.13634799999999903,0.021863254441664908,0.05482140520737925,0.03599248006410435,7.866,-0.009699999999999598,-0.001234677901811234,6.268624,-0.03222400000000025,-0.005167083573856753,0.05263157894736838,0.03460663775654746,7.529999999999999,0.3263000000000007,0.04153354632587868,5.627079999999999,0.6093200000000003,0.09770380347636462,0.03824701195219121,0.026818882973051735
8.0593,0.144,0.3794,0.0471,7,0.0453,0.0009,0.0299,0.6606,6.3256,0.1077,0.3281,0.0519,0.0303,0.0004,0.0198,0.6549,42.3143,3.1641,33.0857,1.616,81.9203,25.2215,0.0,98.2,0.23,277.4,0.03,Light,0.0,2024-12-02 02:50:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,2,0.49999999999999994,0.8660254037844387,98.2,0.23,7.776999999999999,0.2823000000000011,0.03502785601727211,6.652988000000001,-0.3273880000000009,-0.05175603895282675,0.005271955767005263,0.003229225725343201,8.593,-0.5336999999999996,-0.06622163215167565,6.563372000000001,-0.23777200000000143,-0.03758884532692574,0.05830327010357261,0.039998342315504816,7.631,0.4283000000000001,0.053143573263186646,5.938604,0.3869959999999999,0.06117933476666244,0.05202463635172327,0.0350297814099072,7.898,0.16130000000000067,0.020014145149082507,6.3543520000000004,-0.028752000000000777,-0.004545339572530792,0.08103317295517855,0.052776427871795525,8.568999999999999,-0.5096999999999987,-0.06324370602905943,6.5852759999999995,-0.2596759999999998,-0.04105159984823571,0.050530983778737396,0.03445444048206944,8.061,-0.0016999999999995907,-0.00021093643368525687,6.370804000000001,-0.04520400000000091,-0.007146199570001409,0.06686515320679813,0.044332865993052,7.886,0.17330000000000023,0.021503108210390507,5.813624,0.5119759999999998,0.08093714430251672,0.0030433679939132667,0.0021631945925639742
8.0451,0.1774,0.4212,0.0523,7,0.0416,0.0008,0.0283,0.6803,6.3157,0.1504,0.3879,0.0614,0.028,0.0004,0.0194,0.6943,42.3429,3.2222,32.8857,1.6201,80.9183,24.7965,0.0,98.2,0.25,272.3,0.05,Light,0.0,2024-12-02 03:00:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,3,0.7071067811865475,0.7071067811865476,98.2,0.25,7.702,0.34309999999999974,0.04264707710283275,6.613688000000001,-0.29798800000000103,-0.04718210174644157,0.0186964424824721,0.011409065562209763,8.45,-0.4048999999999996,-0.050328771550384656,6.4712,-0.15549999999999997,-0.024621182133413553,0.06532544378698231,0.04469773766843865,7.878,0.16709999999999958,0.02077040683148744,6.0680320000000005,0.2476679999999991,0.03921465554095336,0.029956841838029984,0.020379589296826345,8.059000000000001,-0.013900000000001356,-0.0017277597543848252,6.438716000000001,-0.12301600000000157,-0.019477809268964894,0.030400794143193955,0.01993875797596911,8.157,-0.11190000000000033,-0.013909087519111053,6.386628,-0.07092800000000032,-0.011230425764365047,0.04621797229373547,0.030931502508052808,8.644,-0.5989000000000004,-0.07444282855402673,6.676296000000001,-0.360596000000001,-0.05709517551498663,0.09069875057843593,0.06153352098229318,7.426,0.6190999999999995,0.07695367366471512,5.555344000000001,0.7603559999999989,0.12039140554491172,0.009695663883652042,0.006791298612651246
7.8336,0.1028,0.3206,0.0409,7,0.0343,0.001,0.0322,0.9368,6.1654,0.1261,0.355,0.0576,0.023,0.0005,0.0216,0.9386,42.8,3.4098,32.7143,1.6283,81.5071,24.9724,0.0,98.2,0.25,272.3,0.05,Light,0.0,2024-12-02 03:10:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,3,0.7071067811865475,0.7071067811865476,98.2,0.25,7.563000000000001,0.27059999999999906,0.03454350490196067,6.540852,-0.3754520000000001,-0.060896616602329146,0.016263387544625117,0.00985376217043287,7.8469999999999995,-0.013399999999999856,-0.001710580065359459,6.120748000000001,0.04465199999999925,0.007242352483212646,0.0694532942525806,0.046657696085511104,7.588,0.2455999999999996,0.03135212418300649,5.864352,0.30104799999999976,0.04882862425795565,0.02583025830258299,0.0175132734187851,7.868,-0.03440000000000065,-0.004391339869281129,6.304152,-0.1387520000000002,-0.02250494696207873,0.008388408744280667,0.005485908334697541,8.368,-0.5344000000000007,-0.0682189542483661,6.428232,-0.2628320000000004,-0.0426301618710871,0.01457934990439769,0.009944880645253588,8.112,-0.2784000000000004,-0.035539215686274564,6.363048,-0.19764800000000005,-0.032057611833782085,0.09048323471400394,0.06044524573757738,7.489,0.3445999999999998,0.043989991830065335,5.536636,0.6287640000000003,0.10198267752295072,0.01535585525437311,0.010883865220686349
8.0641,0.1191,0.3451,0.0428,7,0.0409,0.0027,0.0515,1.2595,6.2715,0.122,0.3493,0.0557,0.028,0.0012,0.035,1.2471,42.9714,3.4165,32.6,1.7205,82.8169,25.5144,0.0,98.2,0.25,272.3,0.05,Light,0.0,2024-12-02 03:20:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,3,0.7071067811865475,0.7071067811865476,98.2,0.25,7.691000000000001,0.3730999999999991,0.04626678736622799,6.590684,-0.3191840000000008,-0.05089436338993874,0.003250552593940958,0.0019876540887106206,8.629999999999999,-0.5658999999999992,-0.07017522104140564,6.54828,-0.27678000000000047,-0.04413298254006227,0.05492468134414825,0.03792996023383231,8.026,0.03810000000000002,0.004724643791619651,6.093864000000001,0.1776359999999988,0.028324324324324135,0.007724894094193794,0.00533126436691069,8.036999999999999,0.02710000000000079,0.0033605734055878263,6.358228,-0.0867280000000008,-0.013828908554572401,0.008585293019783497,0.005686490009480641,8.177,-0.11289999999999978,-0.01400032241663667,6.3281480000000006,-0.05664800000000092,-0.009032607829068152,0.013330072153601564,0.009025705467065588,8.269,-0.2049000000000003,-0.02540891109981279,6.410836,-0.13933600000000013,-0.022217332376624432,0.147176200266054,0.09947345400818239,7.619,0.44510000000000005,0.05519524807480067,5.570276,0.7012239999999998,0.111811209439528,0.051319070744192154,0.03678166037015039
8.7706,0.1721,0.4148,0.0473,7,0.0437,0.0004,0.021,0.4822,6.6343,0.1188,0.3446,0.0519,0.0304,0.0002,0.0151,0.4973,43.0571,3.5491,32.7429,1.6642,84.6103,26.376,0.0,98.2,0.25,272.3,0.05,Light,0.0,2024-12-02 03:30:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,3,0.7071067811865475,0.7071067811865476,98.2,0.25,8.257,0.5136000000000003,0.05855927758648214,6.887268000000001,-0.25296800000000097,-0.03813032271679016,0.034758386823301485,0.02183565384706969,9.314,-0.5434000000000001,-0.06195699268009031,6.889456,-0.2551560000000004,-0.03846012390154205,0.033497960060124475,0.023730175502971507,8.863,-0.0923999999999996,-0.010535197135885754,6.515212,0.11908799999999964,0.017950348944123666,0.059686336454924965,0.04254596780580586,8.523,0.24760000000000026,0.028230679771053323,6.612892,0.021407999999999205,0.003226866436549328,0.02968438343306349,0.02004750720259761,9.266,-0.49540000000000006,-0.056484162999110674,6.898784000000001,-0.2644840000000013,-0.03986615015902224,0.08504208935894672,0.05985286682406637,8.797,-0.026400000000000645,-0.0030100563245388737,6.7047479999999995,-0.07044799999999984,-0.01061875405091718,0.033988859838581374,0.023367917780056768,8.373999999999999,0.3966000000000012,0.04521925523909438,5.9314160000000005,0.7028839999999992,0.10594697255173857,0.028898973011702894,0.021379043385255734
8.8707,0.0724,0.2691,0.0303,7,0.0266,0.0006,0.0248,0.9354,6.6301,0.0564,0.2374,0.0358,0.0189,0.0003,0.0178,0.9435,43.7143,3.384,32.4857,1.6608,82.1183,25.2021,0.0,98.2,0.25,272.3,0.05,Light,0.0,2024-12-02 03:40:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,3,0.7071067811865475,0.7071067811865476,98.2,0.25,8.443999999999999,0.4267000000000003,0.04810217908395057,6.916296000000001,-0.2861960000000012,-0.0431661664228294,0.007816200852676439,0.005000364356875438,9.087,-0.21630000000000038,-0.02438364503365015,6.701548,-0.07144800000000018,-0.01077630804965237,0.06371739848134705,0.04527252509420215,9.183,-0.31230000000000047,-0.03520578984747545,6.631172,-0.001072000000000628,-0.0001616868523854283,0.05412174670586953,0.039273298897992706,8.636,0.23470000000000013,0.026457889456299972,6.620384,0.009716000000000058,0.001465437927029767,0.0064844835572024145,0.0044323712944747675,8.815999999999999,0.054700000000000415,0.006166367930377582,6.594024000000001,0.036075999999998665,0.005441245230086826,0.004310344827586136,0.0030197039015932093,9.091999999999999,-0.22129999999999939,-0.024947298409370107,6.790368,-0.1602680000000003,-0.024172787740758105,0.037175538935327775,0.026082827911535895,8.837,0.03369999999999962,0.00379902375235321,6.156788000000001,0.47331199999999907,0.07138836518302878,0.012334502659273508,0.009276915170702671
9.1774,0.2109,0.4592,0.05,7,0.036,0.0003,0.0184,0.5093,6.8056,0.1595,0.3993,0.0587,0.0258,0.0002,0.0136,0.528,43.5429,3.5037,32.3714,1.7452,82.9097,25.6187,0.0,98.2,0.25,272.3,0.05,Light,0.0,2024-12-02 03:50:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,3,0.7071067811865475,0.7071067811865476,98.2,0.25,8.674,0.503400000000001,0.05485213677076306,7.054056,-0.248456,-0.03650758199130128,0.017754207977864873,0.011439659679480931,9.42,-0.24259999999999948,-0.026434502146577405,6.91052,-0.1049199999999999,-0.015416715645938625,0.009766454352441669,0.006976030747324406,9.234,-0.05659999999999954,-0.006167324078715054,6.657896,0.14770400000000006,0.021703303162101808,0.04331817197314277,0.03148141695214224,9.073,0.10440000000000005,0.011375770915509844,6.866612,-0.061011999999999844,-0.00896497002468553,0.02766449906315445,0.019154133071739046,9.482,-0.30459999999999887,-0.03319022816919812,6.994728,-0.18912800000000018,-0.02779005524861881,0.04450537861210712,0.03161352378534236,9.83,-0.6525999999999996,-0.071109464554231,7.17708,-0.37148000000000003,-0.0545844598565887,0.062054933875890075,0.04453621807197352,8.529,0.6484000000000005,0.07065181859786002,5.978156,0.8274439999999998,0.1215828141530504,0.04725055692343774,0.035323936009699373
9.4143,0.3346,0.5785,0.0614,7,0.0419,0.0008,0.0286,0.6818,6.8927,0.1985,0.4455,0.0646,0.0303,0.0004,0.0208,0.6855,43.9714,3.6193,32.0857,1.743,84.894,26.6502,0.0,98.2,0.27,270.0,0.07,Light,0.0,2024-12-02 04:00:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,4,0.8660254037844386,0.5000000000000001,98.2,0.27,8.751999999999999,0.6623000000000019,0.07035042435443972,7.077688,-0.1849880000000006,-0.026838249162157154,0.009826325411334486,0.006367050935277106,10.088000000000001,-0.6737000000000002,-0.07156134816183891,7.226071999999999,-0.3333719999999998,-0.04836595238440666,0.07394924662965895,0.0540963333883194,9.344000000000001,0.07029999999999959,0.00746736347896281,6.698296000000001,0.1944039999999987,0.028204332119488546,0.015196917808219213,0.011108496847556456,9.396,0.018299999999999983,0.0019438513750358478,7.035864,-0.1431640000000005,-0.020770380257373818,0.051085568326947585,0.03574827483874045,9.99,-0.5756999999999994,-0.061151652273668713,7.19196,-0.2992600000000003,-0.04341694836566227,0.029829829829829832,0.0217120228699826,9.737,-0.3226999999999993,-0.03427764146033155,7.059388,-0.1666880000000006,-0.024183266354258943,0.08370134538358832,0.06049532905685302,8.593,0.8213000000000008,0.08723962482606255,5.9599720000000005,0.9327279999999991,0.13532113685493335,0.029675317118584985,0.022419568414079882
10.081,0.1455,0.3815,0.0378,7,0.0379,0.0009,0.0305,0.8053,7.2027,0.1134,0.3367,0.0467,0.0281,0.0005,0.0228,0.8107,44.4286,3.6468,31.8,1.7088,85.2066,26.9449,0.0,98.2,0.27,270.0,0.07,Light,0.0,2024-12-02 04:10:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,4,0.8660254037844386,0.5000000000000001,98.2,0.27,9.488,0.593,0.058823529411764705,7.463352,-0.26065200000000033,-0.03618809613061773,0.009907251264755513,0.006599715516566844,10.54,-0.45899999999999963,-0.04553119730185494,7.4112,-0.2084999999999999,-0.028947478029072417,0.06584440227703985,0.0490684369602763,10.049,0.03200000000000003,0.003174288265053073,7.050476,0.15222400000000036,0.021134296860899435,0.0462732610209971,0.03455936875751371,10.187000000000001,-0.10600000000000165,-0.01051482987798846,7.381388000000001,-0.17868800000000107,-0.024808474599803,0.0048100520270933905,0.0034784785734065533,10.367999999999999,-0.28699999999999903,-0.02846939787719463,7.321072,-0.11837199999999992,-0.016434392658308677,0.08082561728395063,0.0599791943037851,10.276,-0.19500000000000028,-0.019343319115167176,7.290104,-0.08740400000000026,-0.012134893859247263,0.04943557804593227,0.03651415672533618,9.658999999999999,0.4220000000000006,0.041860926495387425,6.501316000000001,0.7013839999999991,0.09737792772154874,0.008178900507298865,0.006367326245947775
10.4609,0.179,0.4231,0.0404,7,0.036,0.0004,0.0206,0.5711,7.3599,0.1168,0.3418,0.0464,0.0271,0.0002,0.0155,0.5741,44.9143,3.54,32.0,1.6813,85.8691,27.467,0.0,98.2,0.27,270.0,0.07,Light,0.0,2024-12-02 04:20:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,4,0.8660254037844386,0.5000000000000001,98.2,0.27,9.975999999999999,0.48490000000000144,0.046353564224875625,7.6328640000000005,-0.2729640000000009,-0.037088003913096766,0.010224538893343968,0.007002351935001002,10.885,-0.42409999999999926,-0.04054144480876399,7.5575,-0.19760000000000044,-0.026848190872158652,0.06531924666972902,0.049297254383063135,9.870999999999999,0.5899000000000019,0.056390941505989146,6.888244,0.4716559999999994,0.06408456636639077,0.04204234626684227,0.031569729527583516,10.448,0.012900000000000134,0.0012331634945368117,7.466432,-0.10653200000000052,-0.014474653188222737,0.046707503828483876,0.03424821922974721,10.625,-0.16409999999999947,-0.01568698677934016,7.47298,-0.11308000000000007,-0.01536433918939117,0.010070588235294053,0.0075027632885407616,10.993,-0.5320999999999998,-0.05086560429790934,7.648572,-0.28867200000000004,-0.039222272041739704,0.04812153188392613,0.03624153632861141,10.428,0.03289999999999971,0.0031450448814155287,6.852552,0.5073479999999995,0.06893408877838007,0.02953586497890302,0.023552101465264357
11.3164,0.1498,0.387,0.0342,7,0.0352,0.0004,0.0205,0.5832,7.7318,0.1151,0.3392,0.0439,0.0271,0.0003,0.016,0.5891,45.8,3.4909,31.6857,1.4645,85.6691,27.3987,0.0,98.2,0.27,270.0,0.07,Light,0.0,2024-12-02 04:30:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,4,0.8660254037844386,0.5000000000000001,98.2,0.27,10.780000000000001,0.5363999999999987,0.04740023328973867,7.967960000000001,-0.2361600000000008,-0.030543987169869995,0.013172541743970347,0.009338400293174277,11.529,-0.21260000000000012,-0.01878689335831184,7.808756,-0.07695600000000002,-0.009953180371970308,0.07017087344956191,0.054287264194194225,11.361,-0.04460000000000086,-0.003941182708281862,7.6000440000000005,0.13175599999999932,0.017040792570940703,0.053604436229205174,0.04198870427592258,11.161000000000001,0.15539999999999843,0.013732282351277653,7.771084,-0.03928400000000032,-0.005080834993145234,0.040050174715527284,0.030140968750305603,11.762,-0.44560000000000066,-0.039376480152698796,7.948088,-0.21628800000000048,-0.027973822395819924,0.020744771297398382,0.01608638454934061,11.724,-0.4076000000000004,-0.03601852179138246,7.997136,-0.26533600000000046,-0.03431749398587657,0.025076765609007207,0.019263896474937994,10.898,0.4184000000000001,0.03697288890459865,7.029872000000001,0.7019279999999988,0.09078455210946983,0.02330702881262613,0.018932919404506886
11.6793,0.3475,0.5895,0.0505,7,0.0299,0.0004,0.0202,0.6753,7.8506,0.1415,0.3762,0.0479,0.0233,0.0002,0.0156,0.6704,46.6286,3.4975,31.1429,1.6318,85.9603,28.0493,0.0,98.2,0.27,270.0,0.07,Light,0.0,2024-12-02 04:40:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,4,0.8660254037844386,0.5000000000000001,98.2,0.27,10.708,0.9712999999999994,0.0831642307330062,7.8612720000000005,-0.010672000000000459,-0.0013593865437037244,0.018304071722076928,0.013064552403224329,12.207999999999998,-0.5286999999999988,-0.045268123945784326,8.095592,-0.24499199999999988,-0.031206786742414578,0.04767365661861074,0.03767087076522622,11.542,0.13729999999999976,0.01175584153159862,7.591448000000001,0.2591519999999994,0.0330104705372837,0.026685149887367858,0.02125971224462055,11.842,-0.16270000000000095,-0.013930629404159579,8.093448,-0.2428480000000004,-0.030933686597202813,0.0665428137138997,0.051018058063757296,11.781,-0.10170000000000101,-0.008707713647222096,7.906324,-0.05572399999999966,-0.007098056199526108,0.025549613784907915,0.019949093915199976,12.452,-0.7727000000000004,-0.0661597869735344,8.257928000000001,-0.40732800000000147,-0.05188495146867774,0.014294892386765245,0.011294842967872894,11.222,0.45730000000000004,0.03915474386307399,7.147928,0.7026719999999997,0.08950551550199981,0.010336838353234687,0.008503723036941545
11.7989,0.3703,0.6085,0.0516,7,0.0313,0.0006,0.0238,0.7601,7.896,0.1587,0.3984,0.0505,0.0248,0.0004,0.0188,0.7597,46.8286,3.5542,32.1714,1.671,86.784,29.3117,0.0,98.2,0.27,270.0,0.07,Light,0.0,2024-12-02 04:50:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,4,0.8660254037844386,0.5000000000000001,98.2,0.27,10.997,0.8018999999999998,0.06796396274228952,7.995468000000001,-0.09946800000000078,-0.012597264437690069,0.011366736382649813,0.008192140847790286,12.746,-0.9471000000000007,-0.08027019467916507,8.377504000000002,-0.48150400000000193,-0.06098074974670744,0.02510591558135888,0.020015508199100807,11.695,0.10389999999999944,0.008805905635271036,7.671620000000001,0.22437999999999914,0.02841691995947304,0.03189397178281319,0.025477278593048137,11.429,0.36989999999999945,0.03135038012018065,7.825316000000001,0.07068399999999908,0.008951874366767868,0.009012162043923331,0.006897101663370515,12.190999999999999,-0.3920999999999992,-0.033231911449372334,8.138404000000001,-0.2424040000000014,-0.0306995947315098,0.08079730949060786,0.06342029714917082,12.202,-0.40310000000000024,-0.03416420174762056,8.109688,-0.21368800000000032,-0.027062816616008147,0.027700376987379052,0.021839557822692965,11.332,0.466899999999999,0.03957148547745968,7.153848000000001,0.742151999999999,0.09399088145896645,0.033356865513589844,0.027687476725812427
12.008,0.2882,0.5369,0.0447,7,0.0266,0.0005,0.0233,0.8762,8.1065,0.1951,0.4417,0.0545,0.0208,0.0003,0.0182,0.8746,45.6571,3.6253,32.5143,1.7353,88.0097,30.4436,0.0,98.22,0.29,268.0,0.09,Light,0.0,2024-12-02 05:00:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,5,0.9659258262890682,0.25881904510252096,98.22,0.29,11.408999999999999,0.5990000000000002,0.04988341105929382,8.297556,-0.19105599999999967,-0.023568247702460948,8.76501007976452e-05,6.315112546398156e-05,12.37,-0.3620000000000001,-0.030146568954030655,8.28392,-0.1774199999999997,-0.021886140751248957,0.046887631366208576,0.03668794483770965,11.605,0.4029999999999987,0.033560959360426273,7.727900000000001,0.3785999999999996,0.04670326281379135,0.04627315812149935,0.03641196185250852,12.131,-0.12300000000000111,-0.0102431712191873,8.313844,-0.20734399999999908,-0.02557749953740814,0.0010716346550160663,0.0008193562448369298,12.222000000000001,-0.2140000000000022,-0.017821452365090123,8.240848,-0.13434799999999925,-0.016572873619934526,0.03894616265750286,0.030266788078120156,12.856000000000002,-0.8480000000000025,-0.07061958694203886,8.590304,-0.48380399999999923,-0.05968099673101822,0.04822650902302427,0.03781938334196315,11.463000000000001,0.5449999999999982,0.0453864090606261,7.291452,0.8150480000000009,0.10054252760130769,0.004623571490883707,0.00380884356092588
11.9383,0.2424,0.4924,0.0412,7,0.0392,0.0003,0.0167,0.4273,8.0454,0.0909,0.3015,0.0375,0.0306,0.0002,0.0135,0.4417,45.9429,3.5189,32.2571,1.5693,88.578,30.8012,0.0,98.22,0.29,268.0,0.09,Light,0.0,2024-12-02 05:10:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,5,0.9659258262890682,0.25881904510252096,98.22,0.29,11.019,0.9192999999999998,0.07700426358861813,8.075956000000001,-0.030556000000000694,-0.003797946652745754,0.026227425356202896,0.01875146422293527,12.447,-0.5086999999999993,-0.04261075697544871,8.307027999999999,-0.2616279999999982,-0.03251895493076767,0.060014461315979824,0.04712010119624015,12.0,-0.06170000000000009,-0.0051682400341757275,7.934880000000001,0.11052000000000017,0.01373704228503246,0.05183333333333332,0.04107535337648461,11.842,0.09629999999999939,0.008066475126274208,8.110688,-0.0652879999999989,-0.00811494767196148,0.04982266509035634,0.03811760481971442,12.014,-0.07569999999999943,-0.006340936314215544,8.080136,-0.03473599999999877,-0.004317498197727741,0.017979024471449993,0.014007685019162984,12.486,-0.5477000000000007,-0.0458775537555599,8.361944000000001,-0.3165440000000004,-0.03934471872125691,0.021784398526349457,0.017044840290726598,11.76,0.17830000000000013,0.014935124766507804,7.44708,0.5983200000000011,0.0743679618166904,0.046428571428571375,0.03841827937930027
12.0913,0.3538,0.5948,0.0492,7,0.0313,0.0008,0.0288,0.9213,8.0394,0.2151,0.4638,0.0577,0.0247,0.0005,0.0229,0.928,46.9429,3.4131,32.1714,1.5467,86.9854,29.5891,0.0,98.22,0.29,268.0,0.09,Light,0.0,2024-12-02 05:20:00+00:00,337,-0.4635502709028512,0.8860706215341377,0,5,0.9659258262890682,0.25881904510252096,98.22,0.29,11.663,0.4283000000000001,0.035422163042849,8.327212,-0.28781199999999885,-0.035800184093340154,0.013804338506387686,0.010131121916915276,13.0,-0.9086999999999996,-0.07515320933232983,8.5106,-0.4711999999999996,-0.05861133915466323,0.042307692307692366,0.03386365238643571,11.446000000000002,0.6452999999999989,0.05336895122939625,7.541144000000001,0.4982559999999996,0.061976764435156796,0.011357679538703466,0.009033112217456655,12.144,-0.05269999999999975,-0.004358505702447193,8.165496000000001,-0.12609600000000043,-0.015684752593477177,0.010210803689064605,0.007957385564820629,12.632,-0.5406999999999993,-0.0447181030989223,8.335008,-0.29560799999999965,-0.03676990820210459,0.077897403419886,0.06186148831530816,12.271,-0.17970000000000041,-0.014861925516693856,8.145844,-0.10644399999999976,-0.013240291564047038,0.05940836117675821,0.046894588209644136,11.483,0.6082999999999998,0.05030889978745046,7.250212000000001,0.7891879999999993,0.09816503719183015,0.003918836540973606,0.0032523186908189625
